344,163,satisfactory,18/07/2022 18:29:54
344,163,satisfactory,18/07/2022 18:46:14
480,245,satisfactory,18/07/2022 19:14:10
581,246,satisfactory,18/07/2022 19:20:50
451,158,satisfactory,18/07/2022 19:49:44
412,153,satisfactory,18/07/2022 19:53:25
424,154,satisfactory,19/07/2022 01:42:01
404,152,satisfactory,19/07/2022 01:49:38
396,174,satisfactory,19/07/2022 01:57:19
397,175,satisfactory,19/07/2022 02:05:07
401,144,satisfactory,19/07/2022 02:35:00
398,146,satisfactory,19/07/2022 02:43:17
398,146,satisfactory,19/07/2022 02:51:34
398,146,satisfactory,19/07/2022 02:58:21
398,146,satisfactory,19/07/2022 03:24:09
398,146,satisfactory,19/07/2022 03:57:48
398,146,satisfactory,19/07/2022 04:31:43
398,146,satisfactory,19/07/2022 05:05:25
398,146,satisfactory,19/07/2022 05:39:02
398,146,satisfactory,19/07/2022 06:12:41
398,146,satisfactory,19/07/2022 06:46:16
398,146,satisfactory,19/07/2022 07:19:49
398,146,satisfactory,19/07/2022 07:53:24
398,146,satisfactory,19/07/2022 08:26:58
398,146,satisfactory,19/07/2022 09:00:40
398,146,satisfactory,19/07/2022 09:34:21
398,146,satisfactory,19/07/2022 10:08:01
398,146,satisfactory,19/07/2022 10:41:38
398,146,satisfactory,19/07/2022 11:15:18
398,146,satisfactory,19/07/2022 11:48:57
398,146,satisfactory,19/07/2022 12:11:47
398,146,satisfactory,19/07/2022 12:45:45
398,146,satisfactory,19/07/2022 13:19:48
505,121,satisfactory,19/07/2022 13:44:33
459,110,satisfactory,19/07/2022 13:50:49
441,121,satisfactory,19/07/2022 13:57:16
431,119,satisfactory,19/07/2022 14:03:47
431,119,satisfactory,19/07/2022 14:10:17
431,119,satisfactory,19/07/2022 14:22:46
431,119,satisfactory,19/07/2022 14:32:15
431,119,satisfactory,19/07/2022 14:41:40
431,119,satisfactory,19/07/2022 14:51:17
326,141,satisfactory,19/07/2022 15:17:48
323,141,satisfactory,19/07/2022 15:25:49
322,168,satisfactory,19/07/2022 15:46:23
294,152,satisfactory,24/07/2022 22:40:02
294,152,satisfactory,24/07/2022 22:59:30
294,152,satisfactory,24/07/2022 23:19:47
294,152,satisfactory,24/07/2022 23:40:03
294,152,satisfactory,25/07/2022 00:00:35
294,152,satisfactory,25/07/2022 00:21:00
294,152,satisfactory,25/07/2022 00:41:24
294,152,satisfactory,25/07/2022 01:01:53
294,152,satisfactory,25/07/2022 01:22:30
294,152,satisfactory,25/07/2022 01:41:40
294,152,satisfactory,25/07/2022 01:49:28
294,152,satisfactory,25/07/2022 02:10:04
294,152,satisfactory,25/07/2022 02:16:32
294,152,satisfactory,25/07/2022 02:40:17
294,152,satisfactory,25/07/2022 03:45:31
294,152,satisfactory,25/07/2022 04:50:43
294,152,satisfactory,25/07/2022 05:56:01
294,152,satisfactory,25/07/2022 07:01:16
294,152,satisfactory,25/07/2022 08:06:32
294,152,satisfactory,25/07/2022 09:11:48
294,152,satisfactory,25/07/2022 09:46:08
294,152,satisfactory,25/07/2022 10:51:20
294,152,satisfactory,25/07/2022 11:56:35
294,152,satisfactory,25/07/2022 13:01:51
294,152,satisfactory,25/07/2022 14:07:05
294,152,satisfactory,25/07/2022 15:12:20
294,152,satisfactory,25/07/2022 15:28:36
294,152,satisfactory,25/07/2022 16:33:50
294,152,satisfactory,25/07/2022 17:39:16
294,152,satisfactory,25/07/2022 18:44:45
294,152,satisfactory,25/07/2022 19:50:08
294,152,satisfactory,25/07/2022 20:55:35
294,152,satisfactory,25/07/2022 22:00:59
294,152,satisfactory,25/07/2022 23:06:26
946,414,moderate,26/07/2022 10:31:35
946,414,moderate,26/07/2022 10:57:24
946,414,moderate,26/07/2022 12:03:20
946,414,moderate,26/07/2022 13:09:21
946,414,moderate,26/07/2022 14:15:24
946,414,moderate,26/07/2022 15:21:31
946,414,moderate,26/07/2022 16:27:30
946,414,moderate,26/07/2022 17:33:19
946,414,moderate,26/07/2022 18:39:06
946,414,moderate,26/07/2022 19:44:53
946,414,moderate,26/07/2022 20:50:40
946,414,moderate,26/07/2022 21:56:31
946,414,moderate,26/07/2022 23:02:23
946,414,moderate,26/07/2022 23:59:38
946,414,moderate,27/07/2022 00:21:07
946,414,moderate,27/07/2022 01:26:53
946,414,moderate,27/07/2022 02:32:38
946,414,moderate,27/07/2022 03:38:32
946,414,moderate,27/07/2022 04:44:15
946,414,moderate,27/07/2022 05:50:02
946,414,moderate,27/07/2022 06:55:48
946,414,moderate,27/07/2022 08:01:38
946,414,moderate,27/07/2022 09:07:25
946,414,moderate,27/07/2022 10:13:15
946,414,moderate,27/07/2022 11:19:02
946,414,moderate,27/07/2022 12:24:53
946,414,moderate,27/07/2022 13:30:41
946,414,moderate,27/07/2022 14:37:23
946,414,moderate,27/07/2022 15:43:13
946,414,moderate,27/07/2022 16:49:01
946,414,moderate,27/07/2022 17:54:47
946,414,moderate,27/07/2022 19:00:47
946,414,moderate,27/07/2022 20:06:49
946,414,moderate,27/07/2022 21:13:30
946,414,moderate,27/07/2022 22:19:32
946,414,moderate,27/07/2022 23:25:30
946,414,moderate,28/07/2022 00:13:11
946,414,moderate,28/07/2022 00:49:49
946,414,moderate,28/07/2022 01:55:47
946,414,moderate,28/07/2022 03:01:46
946,414,moderate,28/07/2022 04:07:45
946,414,moderate,28/07/2022 05:13:35
946,414,moderate,28/07/2022 05:45:00
946,414,moderate,28/07/2022 06:50:54
946,414,moderate,28/07/2022 07:56:44
946,414,moderate,28/07/2022 09:02:33
946,414,moderate,28/07/2022 10:08:22
946,414,moderate,28/07/2022 11:14:12
946,414,moderate,28/07/2022 12:20:06
946,414,moderate,28/07/2022 13:25:56
946,414,moderate,28/07/2022 14:31:49
946,414,moderate,28/07/2022 15:37:42
946,414,moderate,28/07/2022 16:43:34
946,414,moderate,28/07/2022 17:49:40
946,414,moderate,28/07/2022 18:55:34
946,414,moderate,28/07/2022 20:01:32
946,414,moderate,28/07/2022 21:07:33
946,414,moderate,28/07/2022 22:13:29
946,414,moderate,28/07/2022 23:19:28
946,414,moderate,29/07/2022 00:25:30
946,414,moderate,29/07/2022 01:31:20
946,414,moderate,29/07/2022 02:37:14
946,414,moderate,29/07/2022 03:43:06
946,414,moderate,29/07/2022 04:16:36
946,414,moderate,29/07/2022 05:12:09
946,414,moderate,29/07/2022 06:18:09
946,414,moderate,29/07/2022 07:23:55
946,414,moderate,29/07/2022 08:29:42
946,414,moderate,29/07/2022 09:35:35
946,414,moderate,29/07/2022 10:41:26
946,414,moderate,29/07/2022 11:47:20
946,414,moderate,29/07/2022 12:53:12
946,414,moderate,29/07/2022 13:59:09
946,414,moderate,29/07/2022 15:05:06
946,414,moderate,29/07/2022 16:11:04
946,414,moderate,29/07/2022 17:17:11
946,414,moderate,29/07/2022 18:23:11
946,414,moderate,29/07/2022 19:29:04
946,414,moderate,29/07/2022 20:34:56
946,414,moderate,29/07/2022 21:40:48
946,414,moderate,29/07/2022 22:46:46
946,414,moderate,29/07/2022 23:48:00
946,414,moderate,30/07/2022 00:09:42
946,414,moderate,30/07/2022 01:15:38
946,414,moderate,30/07/2022 02:21:33
946,414,moderate,30/07/2022 03:27:26
946,414,moderate,30/07/2022 04:33:16
946,414,moderate,30/07/2022 05:39:05
946,414,moderate,30/07/2022 06:45:01
946,414,moderate,30/07/2022 07:50:54
946,414,moderate,30/07/2022 08:56:46
946,414,moderate,30/07/2022 10:02:38
946,414,moderate,30/07/2022 11:08:30
946,414,moderate,30/07/2022 12:14:32
946,414,moderate,30/07/2022 13:20:24
946,414,moderate,30/07/2022 14:26:15
946,414,moderate,30/07/2022 15:32:21
946,414,moderate,30/07/2022 16:38:33
946,414,moderate,30/07/2022 17:44:44
946,414,moderate,30/07/2022 18:50:52
946,414,moderate,30/07/2022 19:56:48
946,414,moderate,30/07/2022 21:02:44
946,414,moderate,30/07/2022 22:08:46
946,414,moderate,30/07/2022 23:21:53
946,414,moderate,30/07/2022 23:48:20
946,414,moderate,31/07/2022 00:54:05
946,414,moderate,31/07/2022 01:29:39
946,414,moderate,31/07/2022 02:35:26
946,414,moderate,31/07/2022 03:41:10
946,414,moderate,31/07/2022 04:46:54
946,414,moderate,31/07/2022 05:52:37
946,414,moderate,31/07/2022 06:58:23
946,414,moderate,31/07/2022 08:04:07
946,414,moderate,31/07/2022 09:09:51
946,414,moderate,31/07/2022 10:15:40
946,414,moderate,31/07/2022 11:21:30
946,414,moderate,31/07/2022 12:27:22
946,414,moderate,31/07/2022 13:33:16
946,414,moderate,31/07/2022 14:19:44
946,414,moderate,31/07/2022 15:25:32
946,414,moderate,31/07/2022 15:59:30
946,414,moderate,31/07/2022 17:05:13
946,414,moderate,31/07/2022 18:11:04
946,414,moderate,31/07/2022 19:17:00
946,414,moderate,31/07/2022 20:22:46
946,414,moderate,31/07/2022 21:28:41
946,414,moderate,31/07/2022 22:34:36
946,414,moderate,31/07/2022 23:40:27
946,414,moderate,01/08/2022 00:46:19
946,414,moderate,01/08/2022 01:52:06
946,414,moderate,01/08/2022 02:58:01
946,414,moderate,01/08/2022 04:03:54
946,414,moderate,01/08/2022 05:09:49
946,414,moderate,01/08/2022 06:15:50
946,414,moderate,01/08/2022 07:21:46
946,414,moderate,01/08/2022 08:27:45
946,414,moderate,01/08/2022 09:33:29
946,414,moderate,01/08/2022 10:39:18
946,414,moderate,01/08/2022 11:45:09
946,414,moderate,01/08/2022 12:50:57
946,414,moderate,01/08/2022 13:56:45
946,414,moderate,01/08/2022 15:00:09
946,414,moderate,01/08/2022 16:05:56
946,414,moderate,01/08/2022 16:58:00
946,414,moderate,01/08/2022 18:03:48
946,414,moderate,01/08/2022 19:09:34
946,414,moderate,01/08/2022 20:15:21
946,414,moderate,01/08/2022 21:21:10
946,414,moderate,01/08/2022 22:27:03
946,414,moderate,01/08/2022 23:32:52
946,414,moderate,02/08/2022 00:38:39
946,414,moderate,02/08/2022 01:44:26
946,414,moderate,02/08/2022 02:50:17
946,414,moderate,02/08/2022 03:56:07
946,414,moderate,02/08/2022 05:02:02
946,414,moderate,02/08/2022 06:07:56
946,414,moderate,02/08/2022 07:13:46
946,414,moderate,02/08/2022 08:19:40
946,414,moderate,02/08/2022 09:17:17
946,414,moderate,02/08/2022 09:47:06
946,414,moderate,02/08/2022 10:52:58
946,414,moderate,02/08/2022 11:58:51
946,414,moderate,02/08/2022 13:04:46
946,414,moderate,02/08/2022 14:10:37
946,414,moderate,02/08/2022 15:16:33
946,414,moderate,02/08/2022 16:22:23
946,414,moderate,02/08/2022 17:28:13
946,414,moderate,02/08/2022 18:34:03
946,414,moderate,02/08/2022 19:39:53
946,414,moderate,02/08/2022 20:45:42
946,414,moderate,02/08/2022 21:51:36
946,414,moderate,02/08/2022 22:57:32
946,414,moderate,03/08/2022 03:12:25
946,414,moderate,03/08/2022 04:03:31
946,414,moderate,03/08/2022 05:09:22
946,414,moderate,03/08/2022 06:15:15
946,414,moderate,03/08/2022 07:21:38
946,414,moderate,04/08/2022 15:39:49
